Controle|Código|Produto|Fabricante|Preço Custo|Preço Venda|Lucro|Quantidade|Unidade|Obs|NCM|IPI|CST|ICMS|Base Cálculo|iva_st|cean|ceantrib
807|7898195640049|1 TECLA SIMPLES BCA (R) 10A/250V RADIAL|RADIAL|4.5|6.9|53.33|3|UN||85365090|0|500|1.36|100|0|7898195640049|7898195640049
808|000239|SERRA CIRCULAR 36 DENTES 7'' PEGAFER||29.9|46.9|56.86|2||||0|500|1.36|100|0||
809|000240|CAPS 3/4 sold. KRONA/fortlev||0.71|1.4|97.18|-15|un|||0|500|1.36|100|0||
810|000241|SARRAFO PINUS 10 X 3.00 MTS  2mm||6.05|12.8|111.57|11|PC||44071100|0|500|1.36|100|0||
811|000242|TUBO DE ANTENA 3/4 3MT ALUMARK|ALUMARK|19|38.5|102.63|15|UN||73144100|0|500|1.36|100|0||
812|000243|FIO DE ANTENA P/METRO||0.9|1.8|100|-9|MT||72142000|0|102|1.36|100|0||
814|471|LUVA 25X3/4 SOLD. ROSCA  MARROM KRONA||1.17|3|156.41|94||||0|500|1.36|100|0||
815|000244|ADAPTADOR 3 SAIDA ANTENA||2.8|5.8|107.14|8|UN||84663000|0|500|1.36|100|0||
816|000245|BROCA AÇO RAPIDO 3,50||2|5|150|-1||||0||0|100|0||
817|7891265148520|DISCO CORTE INOX STARRET 115X1,0X22,23 LIXADEIRA|STARRETT|2.25|5.8|157.78|7|PC||68042211|0|500|1.36|100|0|7891265148520|7891265148520
818|7891071201402|RESISTENCIA DUCHA CORONA SS 220V ORIGINAL HYDRA|HYDRA|10.42|20.8|99.62|8|UN||85168010|0|500|1.36|100|0|7891071201402|7891071201402
819|000246|LUVA ESG. 100MM  KRONA/FORTLEV||4.85|7.8|60.82|95|UN||39174090|0|500|1.36|100|0||
820|7898942063503|PRUMO P/PEDREIRO EMAVAH PLASTICO|EMAVAH|8|16.9|111.25|6|PC||39172300|0|500|1.36|100|0|7898942063503|7898942063503
821|000247|GUARNIÇAO DE PORTA 5CM||12.8|23.8|85.94|1||||0||0|100|0||
822|000248|CANTONEIRA ALUMINIO POLIDO  3MT alumark||8.2|16.8|104.88|44||||0||0|100|0||
823|78908038102266|CUPINICIDA MACHADO  C/BORRIFADOR  900ML||12.9|23.5|82.17|0||||0|500|1.36|100|0||
824|7898005950382|CUPINICIDA MACHADO 900ML|Machado|10.88|20.9|92.1|-1|LT||38089192|0|500|1.36|100|0|7898005950382|7898005950382
825|7898122760550|SODA CAUSTICA 500 gr LINHAL POTE|LINHAL|7.68|13|69.27|7|UN||28151100|0|500|1.36|100|0|7898122760550|7898122760550
826|7891395002327|ROLO LA TIGRE ECONOMICO 1312 23CM S/C|Tigre|5.8|11.8|103.45|5|UN||96034010|0|500|1.36|100|0|7891395002327|7891395002327
827|7908038106141|CUPINICIDA MACHADO SPRAY 400ML||10.99|16.9|53.78|1||||0|500|1.36|100|0|7908038106141|7908038106141
828|7895315015862|CHAVE CANHAO 11MM EDA|Eda|9.81|18.9|92.66|2|UN||82054000|0|500|1.36|100|0|7895315015862|7895315015862
829|7895315015855|CHAVE CANHAO 10MM EDA|EDA|9.81|18.9|92.66|1|UN||82041100|0|500|1.36|100|0|7895315015855|7895315015855
830|000249|PONTEIRO DE ACO 12'' X3/4||4.92|13.8|180.49|3||||0|500|1.36|100|0||
831|18243|SUPORTE.PRESS-BRWN P/1 CASTANHA||3.31|6.9|108.46|3||||0|500|1.36|100|0||
832|7898188098369|ASSENTO SANITARIO ALMOFADADO METASUL|METASUL|47.04|72.5|54.12|1|UN||39222000|0|500|1.36|100|0|7898188098369|7898188098369
833|7897223000183|CENTR. EMB. PVC BIKI P/  3/4 DISJ BC|BIKI|9.34|19.8|111.99|1|PC||85381000|0|500|1.36|100|0|7897223000183|7897223000183
834|000250|BROCA AÇO  4,50MM IRWIN||2|5|150|16|UN|||0||0|100|0||
835|000251|BROCA AÇO RAPIDO 5,50 IRWIN||2|7|250|16||||0||0|100|0||
836|000252|TRILHO H8 LEVE MT 1,00||6.9|13.9|101.45|5|MT|||0||0|100|0||
837|7982505476395|TORNEIRA LAVATORIO C-23||21|32.8|56.19|0|UN|||0|500|1.36|100|0|7982505476395|7982505476395
838|7982505479266|REGISTRO PRESSAO 3/4 METAL C-31M||26|39|50|-4||||0|500|1.36|100|0|7982505479266|7982505479266
839|982505475732|VALVULA LAVATORIO METAL||9|10|11.11|1|UN||32141010|0|500|1.36|100|0||
840|7982505476715|TORNEIRA LAVATORIO C/50||28|42|50|1||||0|500|1.36|100|0|7982505476715|7982505476715
841|7982505476565|TORNEIRA COZINHA  1/4VOLTA||30|46|53.33|3||||0|500|1.36|100|0||
842|000253|RODO SIMPLES||3.5|7.5|114.29|-7|UN|||0||0|100|0||
843|000254|CURVA ESG 75X45°  KRONA/FORTLEV||9.9|15.5|56.57|150|UN||39174090|0|500|1.36|100|0||
844|000255|METRO FITA PERFURADA 17x30 ||1.86|3|61.29|23|MT||39191000|0|500|1.36|100|0||
845|7897801301657|REDUÇAO ESG 100X50MM KRONA|KRONA|6.9|12.8|85.51|28|UN||39174090|0|500|1.36|100|0|7897801301657|7897801301657
846|7898622351241|PUXADOR BICO DE PATO 64|RT|1.25|1.99|59.2|4|UN||96159000|0|500|1.36|100|0|7898622351241|7898622351241
847|000256|CANALETA BAIANINHO 11,5X14X24 TATUI||0.8|2.5|212.5|-469|UN||69041000|0|500|1.36|100|0||
848|7898088925048|LIXA FERRO GRAU 36 TATU|TRIONORTE|1.25|4.8|284|-28|PC||68051000|0||0|100|0|7898088925048|7898088925048
849|0006|ARGAMASSA CONSTRUCOLA AC1 20KG|COSTRUCOLA|7.16|10.9|52.23|28|SC||38160001|0|500|1.36|100|0||
850|000257|ROLO DE CONDUITE 3/4 CINZA 25MT ALADDIN|ALADDIN|18|34.9|93.89|5|UN|||0|500|1.36|100|0||
851|7898622352583|PUXADOR NIVEA VIDAL  1pç|VIDAL COMERCIAL|0.75|2.99|298.67|12|UN||39263000|0|500|1.36|100|0|7898622352583|7898622352583
852|7898622352552|PUXADOR TAISSA VIDAL 1PÇ|VIDAL COMERCIAL|0.75|2.99|298.67|12|UN||39263000|0|500|1.36|100|0|7898622352552|7898622352552
853|7898622352613|PUXADOR ROSIL 192  VIDAL 1PÇ|VIDAL COMERCIAL|0.75|2.99|298.67|12|UN||39172900|0|500|1.36|100|0|7898622352613|7898622352613
854|7898622352606|PUXADOR ALTIS VIDAL 1PÇ|VIDAL COMERCIAL|0.75|2.99|298.67|9|UN||39263000|0|500|1.36|100|0|7898622352606|7898622352606
855|28750|PARAFUSO TELHA 5/16X110 JOMARCA|jomarca|0.7|1.1|57.14|-399|un||73181400|0|500|1.36|100|0||
856|7896370110028|FILTRO DE AGUA BARRO N02  5LT JABOTICABAL|STA EDWIRGES|76.25|125|63.93|2|UN||84212100|0|500|1.36|100|0|7896370110028|7896370110028
857|962|BOTA PNEU||24.8|38|53.23|10|LT||64042000|0|500|1.36|100|0||
858|466|CURVA 3/4X45° SOLD. MARROM KRONA||1.06|2|88.68|48|UN||73079200|0|500|1.36|100|0||
860|000260|VIGA CAMBARA (11X5) 1,00MT||11.38|24.8|117.93|6|MT|||0|500|1.36|100|0||
861|000261|VIGA CAMBARA (11X5) 1,50MT PÇ||17.07|37.2|117.93|6|PÇ|||0|500|1.36|100|0||
862|000262|VIGA CAMBARA (11X5) 2,00MT PÇ||22.76|49.6|117.93|6|PÇ|||0|500|1.36|100|0||
863|000263|VIGA CAMBARA (11X5) 2,50MT PÇ||28.45|62|117.93|4|PÇ|||0|500|1.36|100|0||
864|000264|VIGA CAMBARA (11X5) 3,00MT PÇ||34.14|74.4013|117.93|4|PÇ|||0|500|1.36|100|0||
865|2820451800633|VIGA CAMBARA (11X5) 3,50 MT PÇ||39.9|139.9|250.63|4|PÇ||44071100|0|500|1.36|100|0||
866|000266|VIGA CAMBARA (11X5) 4,00 MT PÇ||45.52|99.2017|117.93|-17|PÇ||44071100|0|500|1.36|100|0||
867|000267|VIGA CAMBARA (11X5) 4,50 MT PÇ||51.21|111.602|117.93|3|PÇ||44071100|0|500|1.36|100|0||
868|000268|VIGA CAMBARA (11X5) 5,00 MT PÇ||56.9|124.0022|117.93|-1|PÇ||44071100|0|500|1.36|100|0||
869|000269|VIGA CAMBARA (11X5) 5,50 MT PÇ||62.59|136.4024|117.93|-15|PÇ||44071100|0|500|1.36|100|0||
870|000270|VIGA CAMBARA (11X5) 6,00MT PÇ||68.28|148.8026|117.93|2|PÇ||44071100|0|500|1.36|100|0||
871|000271|VIGA CAMBARA (11X5) 6,50MT PÇ||73.97|161.2028|117.93|4|PÇ||44071100|0|500|1.36|100|0||
872|000272|VIGA CAMBARA (11X5) 7,00 MT PÇ||79.66|173.603|117.93|3|PÇ||44071100|0|500|1.36|100|0||
873|7898911729959|BOIA P CAIXA DAGUA HASTE ABS FORTLEV|FORTLEV|12.52|26.9|114.86|86|UN||84818019|0|500|1.36|100|0|7898911729959|7898911729959
874|2820451800657|CAIBRO CAMBARA (5X5) 1,00MT PÇ||5.73|15.9|177.49|-1.5|PÇ||44071100|0|500|1.36|100|0||
875|000274|CAIBRO CAMBARA (5X5) 1,50 MT PÇ|MADEIREIRA|8.59|14.7|71.13|6|PÇ||44071100|0|500|1.36|100|0||
876|000275|CAIBRO CAMBARA (5X5) 2,00MT PÇ||11.46|19.6|71.03|2|PÇ||44071100|0|500|1.36|100|0||
877|000276|CAIBRO CAMBARA (5X5) 2,50MT PÇ||14.32|24.5|71.09|6|PÇ||44071100|0|500|1.36|100|0||
878|000277|CAIBRO CAMBARA (5X5) 3,00 MT PÇ||17.19|29.4|71.03|-17|PÇ||44071100|0|500|1.36|100|0||
879|000278|CAIBRO CAMBARA (5X5) 3,50 MT PÇ||20.05|34.3|71.07|5|PÇ||44071100|0|500|1.36|100|0||
880|000279|CAIBRO CAMBARA (5X5) 4,00MT PÇ||22.92|39.2|71.03|-8|PÇ||44071100|0|500|1.36|100|0||
881|000280|CAIBRO CAMBARA (5X5) 4,50 PÇ||25.78|44.1|71.06|6|PÇ||44071100|0|500|1.36|100|0||
882|000281|CAIBRO CAMBARA (5X5) 5,00 MT PÇ||28.65|60|109.42|15|PÇ||44071100|0|500|1.36|100|0||
883|000282|CAIBRO CAMBARA (5X5) 5,50MT PÇ||31.51|53.9|71.06|6|PÇ||44071100|0|500|1.36|100|0||
884|000283|CAIBRO CAMBARA (5X5) 6,00 MT PÇ||34.38|58.8|71.03|-6|PÇ||44071100|0|500|1.36|100|0||
885|000284|CAIBRO CAMBARA (5X5) 6,50MT PÇ||37.24|63.7|71.05|6|PÇ||44071100|0|500|1.36|100|0||
886|000285|GRAFIATO BRANCO 25KG GOD MIX|GOD MIX|31.9|48|50.47|4|BR||32141020|0|500|1.36|100|0||
887|000286|TEXTURA LISA BRANCO 25KG GOD MIX|GOD MIX|31.9|45|41.07|-4|BR||32141020|0|500|1.36|100|0||
889|000288|NUMERO DE CASA 0-9||1.23|3|143.9|41|UN|||0||0|100|0||
890|7894174200723|PLASTIFICANTE 18 lts QUARTZOLIT|WEBER SAINT-GOBAIN|43.8|78|78.08|1|UN||25232910|0|500|1.36|100|0|7894174200723|7894174200723
891|7894174232168|TECPLUS1 18L (VEDACIT) QUARTZOLIT|ANCHORTEC|42|85|102.38|1|BD||38244000|0|500|1.36|100|0|7894174232168|7894174232168
893|000290|CAIXA D'AGUA FORTLEV 310 L|FORTLEV|178.2|231.8|30.08|2|CX||39251000|0|500|1.36|100|0||
894|000291|CAIXA D'AGUA FORTLEV 500 L|FORTLEV|213|264.99|24.41|-1|CX||39251000|0|500|1.36|100|0||
895|000292|CAIXA D'AGUA FORTLEV 1,000 L|FORTLEV|332.71|499.99|50.28|5|CX||39251000|0|500|1.36|100|0||
896|000293|CAIXA TANQUE PE AZUL FORTLEV 500 L|FORTLEV|338.9|445.8|31.54|1|CX||39251000|0|500|1.36|100|0||
897|000294|TELHA 244X92 5MM S/AMIANTO INFIBRA|INFIBRA|29.73|47.8|60.78|-94|UN||68114000|0|500|1.36|100|0||
898|7898956073062|ESCADA 8 DEGRAUS ALUMINIO  REAL ESCADAS |REAL ESCADAS|195|312.8|60.41|1|UN||76169900|0|500|1.36|100|0||
899|7898088924089|LIXA DE FERRO P80  TATU|Tatu|1.25|3.8|204|-37|PC||68051000|0|500|1.36|100|0|7898088924089|7898088924089
900|7898088923150|LIXA MASSA P150 TATU|TODAS|0.8|1.5|87.5|-74|UN||68051000|0|500|1.36|100|0|7898088923150|7898088923150
901|7898088924102|LIXA DE FERRO 100 TATU|TATU|1.65|3.6|118.18|-20|UN||68051000|0|500|1.36|100|0|7898088924102|7898088924102
902|7898195641930|SISTEMA X  1 TC PARALELA|RADIAL|3.5|9.5|171.43|21|UN||85365090|0||0|100|0|7898195641930|7898195641930
903|7891738019081|PREGO 19X36 C/CABEÇA GERDAU 1KG|GERDAU|18.9|26.8|41.8|24|KG||73170090|0|500|1.36|100|0|7891738019081|7891738019081
904|7897381902022|GANCHO DE REDE CHUMB.ZINC. (1PR) MILL||18|28.9|60.56|0|CART||73181500|0|500|1.36|100|0|7897381902022|7897381902022
905|7897381902909|FECHO CHATO 3" KIT C/ 03 PECAS MILL||6.9|13.5|95.65|9|CART||83015000|0|500|1.36|100|0|7897381902909|7897381902909
906|7897381902893|FECHO CHATO 04'' ZINC. MILL|MILL|7.9|16.8|112.66|11|CART||61099000|0|500|1.36|100|0|7897381902893|7897381902893
907|7898585090041|VEDA CALHA 280G GMF||8.9|18.8|111.24|-3|UN||35069190|0|500|1.36|100|0|7898585090041|7898585090041
908|7897613520819|SUPORTE P/ROLO PINTURA COMPEL|COMPEL|7.5|11.9|58.67|9|UN||73269090|0|500|1.36|100|0|7897613520819|7897613520819
909|7897613504031|TRINCHA 1" COMPEL CABO VERMELHO|COMPEL|1.7|3.5|105.88|19|UN||39199000|0|500|1.36|100|0|7897613504031|7897613504031
910|7897381902862|FERROLHO REDONDO ZINCADO 3''    MILL|MILL|3.9|6.5|66.67|16|UN||83014000|0|500|1.36|100|0|7897381902862|7897381902862
911|7897381902855|FERROLHO 2" ZINCADO MILL|MILL|3.2|4.8|50|13|UN||83014000|0|500|1.36|100|0|7897381902855|7897381902855
912|7897381901902|TARGETA BORBOLETA  1.1/2 MILL||2.6|3.9|50|14|CART||83014000|0|500|1.36|100|0|7897381901902|7897381901902
913|1562|CARRINHO ROCAFORTE GALVANIZADO||162.8|229|40.66|2|UN||87168000|0|500|1.36|100|0||
914|1600|CARRINHO ROCAFORTE 50L PRETO MONTADO||80.25|120|49.53|1|||87168000|0|500|1.36|100|0||
915|1614|CARRINHO REFORCADO 2° LINHA VERDE||145.5|240|64.95|1|||87168000|0|500|1.36|100|0||
916|7899612725776|ALICATE UNIVERSAL 8''  MTX|MTX|15.5|31.8|105.16|1|UN||82032010|0|500|1.36|100|0|7899612725776|7899612725776
917|7898599491650|MARTELO 23MM PREMIUM MINASUL|MINASUL|14.9|23.8|59.73|0|UN||82052000|0|500|1.36|100|0|7898599491650|7898599491650
918|7898599491698|MARTELO 27MM  PREMIUM  MINASUL|MINASUL|17.9|28.9|61.45|2|UN||82013000|0|500|1.36|100|0|7898599491698|7898599491698
919|7898290210017|MASSA PLASTICA CINZA 400G RETOQUE|Retoque|5.98|11.9|99|14|UN||35069120|0|500|1.36|100|0|7898290210017|7898290210017
920|7896456103036|ESCOVA LAVADEIRA PREMIUM 060|CHIC CLEAN|2|3.8|90|4|UN||70133700|0|500|1.36|100|0|7896456103036|7896456103036
921|7899773500281|ANTENA EXTERNA UHF/ HDTV DIG LOG 17(34)|Capte|32.9|49.9|51.67|1|UN||85291019|0|500|1.36|100|0|7899773500281|7899773500281
923|8441190284344|MARTELO CABO FIBRA 27CM||14|28|100|2|||82052000|0|500|1.36|100|0|8441190284344|8441190284344
924|7898618120943|BRAÇO DE CHUVEIRO 30CM ALUMARK|ALUMARK |8.4|12.8|52.38|27|PC||76042100|0|500|1.36|100|0|7898618120943|7898618120943
925|7982505477453|TORNEIRA C/ FILTRO PAREDE METAL||70|115|64.29|0|||84811000|0|500|1.36|100|0|7982505477453|7982505477453
926|7982505476586|TORNEIRA BICA MOVEL PAREDE C-50||28|52|85.71|2|||84811000|0|500|1.36|100|0|7982505476586|7982505476586
927|000258|NIPI ROSCAVEL 1/2 KRONA/FORTLEV||0.9|1.8|100|78|UN||73079200|0|500|1.36|100|0||
928|000296|VASSORA MULTIUSO||3.4|5.9|73.53|4||||0||0|100|0||
929|000297|PONTA BIST P/PARAFUSADEIRA||1.2|3.4|183.33|9||||0||0|100|0||
930|000298|CUMEEIRA ROMANA||1.9|3.2|68.42|65||||0||0|100|0||
931|2820451800558|ARABITE 520||0.1|0.13|30|179||||0||0|100|0||
933|000301|COLUNA 3,50 MT ( 09X15 ) 3/8  10MM||23|59.15|157.17|7|UN||83023000|0|500|1.36|100|0||
934|000302|VIGA 3/8 (09X20 ) 3,00MT 10MM||13.8|56.7|310.87|17|||83023000|0|500|1.36|100|0||
935|000303|VIGA 1,50 MT (09X20) 3/8 10MM||10|28.35|183.5|18|||83023000|0|500|1.36|100|0||
936|000304|SAPATA 30X30X20 3/8 10MM 6FERROS||20|53|165|6|UN||83024100|0||0|100|0||
937|7898595590401|cabo flex. 2,5 PT Indusfio's (VERM/ VERDE/PRETO)|Indusfio's|76.49|240|213.77|1|RL||85444900|0|500|1.36|100|0|7898595590401|7898595590401
938|7893401195979|DISJ. DIN UNIPOLAR STECK - 10 A|STECK|6.5|11.5|76.92|0|UN||85362000|0|500|1.36|100|0|7893401195979|7893401195979
939|000305|FORRO PVC 6,00X0,20X0,8MT PÇ||13.8|20.7|50|28|PÇ||76101000|0|500|1.36|100|0||
940|000306|MOLDURA P/FORRO PVC 6,00MTS||16.62|29.4|76.9|1|PÇ|||0|500|0|100|0||
941|000307|CANTINHO P/FORRO PVC||2|4|100|24|UN|||0||0|100|0||
942|000308|FORRO PVC 2,00X0,20X0,08MM||4.6|7.8|69.57|30|PÇ||76101000|0|500|1.36|100|0||
943|00|DIVERSOS||0.8|1|25|1340|UN||70133700|0|500|1.36|100|0||
944|7891738018633|GRAMPO 01X09 POLIDO  GERDAU  1KG|GERDAU|15.62|23.9|53.01|-1|KG||73170020|0|500|1.36|100|0|7891738018633|7891738018633
945|000309|CONJ.GRELHA ALUMINIO POLIDO 15X100||81.74|115|40.69|1|UN||76071110|0|500|1.36|100|0||
946|7894061003642|SPUDE P/ VASO PVC - C/ PARAFUSO  1 1/2|Luconi|3.2|6.8|112.5|4|UN||39174090|0|500|1.36|100|0|7894061003642|7894061003642
947|000310|REDUCAO 100X75 ESGOTO KRONA||7.8|12.8|64.1|7|UN|||0|500|1.36|100|0||
948|000311|VITRO 4FLS 1,00X1,20 BRI. C/GRADE LISO VM|VM ESQUADRIAS|216.55|404|86.56|5|UN||76101000|0|500|1.36|100|0||
949|000312|VITRO 4FL 1.00X1.00 BRI. S/GRD VM||142|199.9|40.77|3|||76101000|0|500|1.36|100|0||
950|000313|VITRO 4FLS 1.00X1.50 BRI. S/ GRADE LISO . VM||236.48|342.896|45|3|||76101000|0|500|1.36|100|0||
951|000314|VENEZIANA 6FL 1,00X1,50 NORMAT C/GRADE VM||461.65|646.8|40.11|3|UN||76101000|0|500|1.36|100|0||
952|000315|VENEZIANA 6FL 1,00X1,50 NORMAT S/GRADE VM||401.43|583|45.23|2|PÇ||76101000|0|500|1.36|100|0||
953|2820451800527|VENEZIANA 6FL 1,00X2,00 NORMAT. C/GRADE VM||584|846.9|45.02|3|PÇ||76101000|0|500|1.36|100|0||
954|000317|VENEZIANA 6FL 1,00X1,00 NORMAT C/GRADE VM||352.53|515|46.09|3|PÇ||76101000|0|500|1.36|100|0||
955|000318|VENEZIANA 6FL 1,00X1,20 NORMAT C/GRADE VM||386.12|559.9|45.01|3|||76101000|0|500|1.36|100|0||
956|000319|VENEZIANA 6FL 1,00X1,20 NORMAT S/GRADE VM||335.76|486.9|45.01|2|PÇ||76101000|0|500|1.36|100|0||
957|35149|LUVA RASPA PANO||1.5|4|166.67|2|||61161000|0|500|1.36|100|0||
958|000320|BUCHA 10 P/TIJOLO BAIANO||0.6|1|66.67|-922||||0||0|100|0||
959|000321|PARAFUSO PHILLIPS 4,16X30||0.1|0.2|100|-325||||0||0|100|0||
960|000322|LUVA MARROM 25X1/2 SOLD. ROSCA KRONA||1.16|2.8|141.38|45|||73079200|0|500|1.36|100|0||
961|000323|LUVA AGUA 40MM AMANCO||1.2|2|66.67|48|UN|||0||0|100|0||
962|7896451837332|RESISTENCIA ORIG LORENZETTI ADVANCED|LORENZETTI|34.02|51.8|52.26|3|UN||85168010|0|500|1.36|100|0|7896451837332|7896451837332
964|7898322644650|PINO MACHO RETO 10A 250V ILUMI|ILUMI|1.48|3.8|156.76|3|UN||85369090|0|500|1.36|100|0|7898322644650|7898322644650
965|7898493990976|PINO MACHO BRANCO 10A 250V |ILUMI|1.48|3.8|156.76|8|PC||85365090|0|500|1.36|100|0|7898493990976|7898493990976
968|7898494154988|PROTETOR AUDITIVO PLASTCOR|CLASSIC SAFETY|0.79|2|153.16|10|JG||39021020|0|500|1.36|100|0|7898494154988|7898494154988
970|7898055524823|MASSA F12 COR MARFIM   400G|BASF|7.58|15.8|108.44|-3|GR||32141020|0|500|1.36|100|0|7898055524823|7898055524823
971|7898055524854|MASSA F12 IMBUIA 400g|VIAPOL|7.24|15.8|118.23|3|UN||32141020|0|500|1.36|100|0|7898055524854|7898055524854
972|7898055524897|MASSA P/MADEIRA F12 BRANCA 400G||7.8|16|105.13|1|UN||32141020|0|500|1.36|100|0||
973|000324|CONDUITE 1P ALADDIN MT||2|3.2|60|58|MT||39173300|0|500|1.36|100|0||
974|7898055524830|MASSA P/MADEIRA  F12 MOGNO 400g|VIAPOL|7.8|15.8|102.56|1|UN||32141020|0|500|1.36|100|0|7898055524830|7898055524830
975|7898122760017|MASSA P/ VIDRO 500.gr LINHAL|linhal|2.17|4|84.33|0|UN||32141010|0|500|1.36|100|0|7898122760017|7898122760017
976|7898390940548|LUVA LATEX  FORRADA  M KALIPSO|KALIPSO|2.65|6|126.42|1|UN||40151900|0|500|1.36|100|0|7898390940548|7898390940548
977|7898120690095|SUPORTE ANTENA PREGAR/CHUMBAR DUPLO 3/4|NOVOLETTO|7.8|14.8|89.74|-1|UN||73063000|0|500|1.36|100|0|7898120690095|7898120690095
978|7894023069167|KIT DE ACESSORIO 5PÇS|JKSC|26.54|39.9|50.34|1|UN||39259090|0|500|1.36|100|0|7894023069167|7894023069167
979|78981307109|GRELHA PLASTICA SIMPLES KRONA|KRONA|0.95|3.5|268.42|17|UN||39172900|0|500|1.36|100|0||
980|000325|PORTA SOCIAL 2,10X80 /90  L: E /L: D VM ANUMINIO||260|430|65.38|3|||76101000|0|500|1.36|100|0||
981|000326|VITRO BASCULANTE 60X60  ALUMINIO BRILHANTE ||58.8|138.5|135.54|10|UN|||0||0|100|0||
982|000327|BLOCO ESTRUTURAL 15||1.94|2.9|49.48|1350||||0||0|100|0||
983|000328|BLOCO ESTRUTURAL 20X39||2.4|3.6|50|2000||||0||0|100|0||
984|000329|pagamento parcela ana||100|309|209|-5|1|||0||0|100|0||
985|7896202400488|SUPORTE PRATILEIRA 50 CM|OVERTAIME|6.8|13.6|100|2|uN||72162100|0|500|1.36|100|0|7896202400488|7896202400488
987|0030|TANQUE MORMO. S SIMPLES 60X60 INOVAR PRETO /BRANCO||70|145|107.14|1|||70199000|0|500|1.36|100|0||
988|7898170000042|SUPORTE ARTICULADO PRISMATIC|PRISMATIC|10.8|20|85.19|2|UN||73269090|0|500|1.36|100|0|7898170000042|7898170000042
989|885911155342|FURADEIRA IMP 3/8 5600W BLACK-DECKEER 127V||86.1|115|33.57|0|UN||84672100|0|500|1.36|100|0|885911155342|885911155342
990|885911155335|FURADEIRA IMP.3/8 560W BLACK+DECKER||177.8|249.99|40.6|0|||84672100|0|500|1.36|100|0|885911155335|885911155335
991|885911562423|SERRA MARMORE BLACK+DECKE 1100W 220V||196.4|260|32.38|1|||84672200|0|500|1.36|100|0|885911562423|885911562423
992|7898193140435|DESEMGRIPANTE WD-40 300ML|WD-40|25.16|37.8|50.24|6|UN||34031900|0|500|1.36|100|0|7898193140435|7898193140435
993|000330|ROLO DE CONDUITE 1P 25MT TECNOPLADO||24|48.9|103.75|-3|RL|||0|500|1.36|100|0||
994|000331|LUVA ESG. 40X40  KRONA /FORTLEV ||1.12|2.5|123.21|50|UN||39174090|0|500|1.36|100|0||
995|000332|LUVA CORRER 40 ESGTO KRONA||5|7.9|58|19||||0||0|100|0||
996|000333|COTOVELO ESG. 40X90   KRONA/FORTLEV ||1.2|3.3|175|200|UN||73079200|0|500|1.36|100|0||
999|7896516438757|IRAJA ACRILICA ECONOMICA 3,6 L BRANCO NEVE|IRAJA|25.98|42|61.66|4|GL||32091010|0|500|1.36|100|0|7896516438757|7896516438757
1000|7896516442921|ESMALTE SINT. ALUMINIO 900ML IRAJÁ|IRAJA|19.45|29.8|53.21|3|UN||32089010|0|500|1.36|100|0|7896516442921|7896516442921
1001|7898585090447|ESPUMA DE POLIURETANO GMFIX 500 ML.|GMF|13.82|25.8045|86.69|39|LT||35061090|0|500|1.36|100|0|7898436148518|7898436148518
1002|7896516499116|VERNIZ FILTRO SOLAR 225ML INCOLOR IRAJA|IRAJA|7.38|13.8|86.99|11|UN||32089010|0|500|1.36|100|0|7896516499116|7896516499116
1003|7891988002598|PULVERIZADOR EXPORT  GUARANY|GUARANY|7.54|13.8|83.02|6|UN||84248990|0|500|1.36|100|0|7891988002598|7891988002598
1004|7896516498522|VERNIZ FILTRO SOLAR 225ML MOGNO  IRAJA|IRAJA|6.26|13.8|120.45|3|ML||32089010|0|500|1.36|100|0|7896516498522|7896516498522
1005|7898921098137|CILINDRO REPARO ALIANCA|PILLER|14.8|23.8|60.81|1|UN||83016000|0|500|1.36|100|0|7898921098137|7898921098137
1006|7899612715982|BROCA (JG) 04PCS P/CONCRETO  MTX|TOOLSWOLRD|13.03|26.5|103.38|2|JG||82071900|0|500|1.36|100|0|7899612715982|7899612715982
1007|7898642790013|PONTA DUPLA PHILLIPS PH2 CURTA MELFI|MELFI|1.4|3|114.29|9|UN||82079000|0|500|1.36|100|0|7898642790013|7898642790013
1008|7898943364630|CHAVE PHILLIPS CR-V 1/4 X 4 VERDE MELFI 10641|MELFI|5.33|9.5|78.24|4|UN||82054000|0|500|1.36|100|0|7898943364630|7898943364630
1009|7898943364142|CHAVE FENDA MELFI 1/4X6|DTOOLS|4.3|9.5|120.93|-3|||82054000|0|500|1.36|100|0|7898943364142|7898943364142
1010|7898943365958|CHAVE PHILLIPS CR-V 1/8X5 VERDE MELFI|MELFI|2.7|5.5|103.7|12|||82054000|0|500|1.36|100|0|7898943365958|7898943365958
1011|7899206155903|CHAVE COMBINADA 14X14MM BESTFER|BEST FER|5.3|12.8|141.51|2|uN||82041100|0|500|1.36|100|0|7899206155903|7899206155903
1012|000334|COLUNA 3/8 (10X15) 7,00 MT 10MM||20|132.3|561.5|29|PÇ||73089010|0|500|1.36|100|0||
1013|7896094501935|COLA P/ FIXACAO CUBA E ESPELHOS 360GR|POLIDAG|12.79|22.9|79.05|2|UN||35061090|0|500|1.36|100|0|7896094501935|7896094501935
1014|606529583262|ESGUICHO JATO PRESSAO 1/2||29.9|45.8|53.18|0|UN||79070090|0|500|1.36|100|0|606529583262|606529583262
1015|7895315011017|SERROTE PROFIS 20 AMAR/PTO EDA|EDA|14.46|22.8|57.68|1|UN||82021000|0|500|1.36|100|0|7895315011017|7895315011017
