Controle|Código|Produto|Fabricante|Preço Custo|Preço Venda|Lucro|Quantidade|Unidade|Obs|NCM|IPI|CST|ICMS|Base Cálculo|iva_st|cean|ceantrib
1514|7898922954043|CHAVE TESTE 110/220V CICCA|CICCA|6.9|11.5|66.67|4|PC||90303990|0|500|1.36|100|0|7898922954043|7898922954043
1515|7899807212845|Martelo borracha grande Brasfort|BRASFORT|18.85|28.9|53.32|3|UN||39259090|0|500|1.36|100|0|7899807212845|7899807212845
1516|7891200016174|SUPER BONDER LOCT 3GRS 2 UNIDADE |LOCTITE|5.33|8.5|59.47|4|||35061010|0|500|1.36|100|0|7891200016174|7891200016174
1517|7898943819277|TORNEIRA P/ TANQUE  DOAN 1/4 VOLTA|DOAN|12.9|19.9|54.26|2|UN||84818019|0|500|1.36|100|0|7898943819277|7898943819277
1518|7894061003185|TORNEIRA COZINHA  C/ALAVANCA 1/2 LUCONI|LUCONI|2.3|4.8|108.7|4|DZ||39259090|0|500|1.36|100|0|7894061003185|7894061003185
1519|7898641150061|DISJUNTOR UNIPOLAR 32A ELITEK||7.5|17.8|137.33|1|UN||85362000|0|500|1.36|100|0|7898641150061|7898641150061
1520|7898641150047|DISJUNTOR UNIPOLAR C20 ELITEK|ELITEK|7.9|12.5|58.23|1|||85362000|0|500|1.36|100|0|7898641150047|7898641150047
1521|7898641150122|DISJUNTOR BIPOLAR  C16 A ELITEK||22.9|43|87.77|3|||85362000|0|500|1.36|100|0|7898641150122|7898641150122
1522|7891200007899|DUREPOX 100GRS LOCTITE|ALBA|6.8|10.9|60.29|13|un||32141010|0|500|1.36|100|0|7891200008971|7891200008971
1523|000503|CAIBRO CAMBARA (5X5) 7,00 MT PÇS|||68.6|0|1|PÇ|||0||0|100|0||
1524|7898270511936|REGISTRO DE GAVETA 3/4 - BRUTO - IGUATEMI|IGUATEMI - 1511034|20.6|32.5|57.77|1|UN||84811000|0|500|1.36|100|0|7898270511936|7898270511936
1525|7898270519369|TORNEIRA BICA MOVEL PAREDE 1/4 C 34 JUNIOR|IGUATEMI|66.9|105|56.95|-1|UN||84818019|0|500|1.36|100|0|7898270519369|7898270519369
1526|7898270505225|PORTA TOALHA BASTÃO CROMADO IGUATEMI|iguatemi|14.13|22.9|62.07|1|UN||83025000|0|500|1.36|100|0|7898270505225|7898270505225
1527|7898270500282|AUMENTO LT 1/2 CURTO IGUATEMI|IGUATEMI|4.5|7.5|66.67|1|UN||84818019|0|500|1.36|100|0|7898270500282|7898270500282
1528|7898270500305|AUMENTO  1/2 - MEDIO - METAL IGUATEMI|AGUAI - 4001120|5.3|8.5|60.38|3|UN||84818019|0|500|1.36|100|0|7898270500305|7898270500305
1529|7898270500299|AUMENTO LT 1/2 LONGO IGUATEMI|IGUATEMI|7.11|11.5|61.74|2|UN||84818019|0|500|1.36|100|0|7898270500299|7898270500299
1530|7898270521492|ESGUICHO  revolver ferro IGUATEMI 1/2||17.77|26.9|51.38|1|UN|||0|500|1.36|100|0|7898270521492|7898270521492
1531|736532204769|PLAFON BOLA BRANCO KONECTAR||3|8|166.67|-1|||85366100|0|500|1.36|100|0|736532204769|736532204769
1532|7898270511257|REPARO TORNEIRA JARDIM AMARELA IGUATEMI|IGUATEMI|6.97|12.8|83.64|0|UN||84818019|0|500|1.36|100|0|7898270511257|7898270511257
1533|504|LIXEIRA GRADE -MURO PEQUENA||31|48|54.84|1||||0|500|1.36|100|0||
1534|505|LIXEIRA GRADE -MURO GRANDE||40|60|50|-2|||73066900|0|500|1.36|100|0||
1535|000504|FORRO PVC 5,00X0,20X0,08MM||11.5|17.5|52.17|11|PÇ||76101000|0|500|1.36|100|0||
1536|7897613523513|BROXA RETANGULAR COMPEL PEQUENA|Compel|3.9|6.5|66.67|4|UN||76161000|0|500|1.36|100|0|7897613523513|7897613523513
1537|7891114093148|CHAVE COMBINADA 23 TRAMOT.|TRAMONTINA||26.8|0|2|UN||82041100|0|500|1.36|100|0|7891114093148|7891114093148
1538|7898390942108|LUVA MULTIUSO P SUPER SILVER|KALYPSO|3.5|10.5|200|8|UN||40151900|0|500|1.36|100|0|7898390942108|7898390942108
1540|7898641150085|DISJUNTOR UNIPOLAR 50A  ELITEK||7.9|16.8|112.66|1|UN||85362000|0|500|1.36|100|0|7898641150085|7898641150085
1541|7898195649851|PINO MACHO RADIAL 10A 2P BR|RADIAL|2.3|5.8|152.17|10|UN||85366990|0|500|1.36|100|0|7898195649851|7898195649851
1542|7898959829444|MANTA ALUMINIO 20CM X 10 MT DRYKO||29.9|54|80.6|-1|||68071000|0|500|1.36|100|0|7898959829444|7898959829444
1543|000505|LIXA MASSA 220||0.48|1.5|212.5|-113|UN|||0||0|100|0||
1544|7896039718053|SUPER DUCHA FAME QUATTRO 6800W/220V|Fame|44.64|79.9|78.99|6|UN||85161000|0|500|1.36|100|0|7896039718053|7896039718053
1545|000506|JUNÇÃO ESG 100X50  KRONA/FORTLEV||16.99|28.9|70.1|25|PÇ||39174090|0|500|1.36|100|0||
1546|7898943365781|DISCO SERRA VIDEA 7.1/4 24D MELFI|MELFI|19.9|29.9|50.25|2|UN||82023100|0|500|1.36|100|0|7898943365781|7898943365781
1547|7893946163716|GRAMPO SIMPLES P/ FIOS 8MM C/20|VONDER|2.64|4.5|70.45|14|UN||39259090|0|500|1.36|100|0|7893946163686|7893946163686
1548|765|CHURRASQUEIRA INOX PE DOBRAVEL||97.5|159.9|64|1|PÇ|||0|500|1.36|100|0||
1550|000507|FIO 6,00MM P/METRO ( VERMELHO / AZUL / AMARELO||2.4|5.8|141.67|-257.5|UN||85444900|0|500|1.36|100|0||
1551|7895315016609|CHAVE L EDA 10MM||12.8|22.8|78.12|6|UN||82041100|0|500|1.36|100|0|7895315016609|7895315016609
1552|7896451844972|DUCHA FASHION 220V 7500W LORENZETTI|LORENZETTI|63.8|95.9|50.31|0|PC||85161000|0|500|1.36|100|0|7896451844972|7896451844972
1553|7896451852465|DUCHA TOP JET MULTI 220/7500|LORENZETTI|96.39|144.5|49.91|0|UN||85161000|0|500|1.36|100|0|7896451852465|7896451852465
1554|000508|MANTA LIQUIDA SPARTEX BRANCO 15KG||116.4|174.6|50|-1|UN|||0|500|1.36|100|0||
1555|000509|REJUNTE MARROM CAFÉ 1KG QUARTZOLIT||3.3|6.5|96.97|-10|SC|||0||0|100|0||
1556|7897613514238|ROLO DE LÃ ANTIRESPINGO 23CM COMPEL|COMPEL|6.9|11.8|71.01|0|UN||96034010|0|500|1.36|100|0|7897613514238|7897613514238
1557|7899206131204|COLHER DE PEDREIRO 8' P TIPO RETA BESTFER|BESTFER/HOBBY|8.5|13|52.94|2|UN||82055100|0|500|1.36|100|0|7899206131204|7899206131204
1558|7898943364203|COLHER DE PEDREIRO 7" CANTO RETO MELFI|MELFI|9.9|15.9|60.61|0|UN||82055900|0|500|1.36|100|0|7898943364203|7898943364203
1559|7899206116454|ESTILETE LARGO EMBORRACHADO BESTFER 18MM|MELFI|6.58|10.9|65.65|5|UN||82119390|0|500|1.36|100|0|7898943364272|7898943364272
1560|7899206171699|ESTILETE SIMPLES 15CM||2.9|4.8|65.52|3|||82119390|0|500|1.36|100|0|7899206171699|7899206171699
1561|7898954369990|torneira p/jardim sao- PAULO|||39|0|1|UN|||0|500|1.36|100|0|7898954369990|7898954369990
1562|000510|PROTETO P/ TOAMDA|||3.8|0|3|UN|||0||0|100|0||
1563|7898901257318|PLAFON BRANCO GLOBO STYLLO||4.5|8|77.78|-2|UN||85366100|0|500|1.36|100|0|7898901257318|7898901257318
1564|7898901257097|PLAFON STYLLO QUADRADO|globo|6|9.5|58.33|7|||85366100|0|500|1.36|100|0|7898901257110|7898901257110
1565|788901257028|PLAFON SEXTAVADO -BRANCO GLOBO||4|7.8|95|5|||85366100|0|500|1.36|100|0||
1566|7895315016623|CHAVE BIELA  L 12MM EDA|EDA|12.53|21.8|73.98|2|PC||82041100|0|500|1.36|100|0|7895315016623|7895315016623
1567|7891117030539|FOICE ROÇADEIRA 77600/615 C/ CABO TRAMONTINA|TRAMONTINA|28|35|25|4|PC||82019000|0|500|1.36|100|0|7891117030539|7891117030539
1568|000511|RATOEIRA PEQUENA||1.8|3.5|94.44|7||||0||0|100|0||
1569|7897255911716|REJUNTE PRETO GRAFITE 1KG QUARTZOLIT|Weber|3.5|6.5|85.71|-44|UN||32149000|0|500|1.36|100|0|7897255911716|7897255911716
1570|7897255911815|REJUNTE CINZA OUTONO 1KG QUARTZOLIT|Weber|3.3|6.5|96.97|-37|UN||32149000|0|500|1.36|100|0|7897255911815|7897255911815
1571|7897255911693|REJUNTE BEGE 1KG QUARTZOLIT|QUARTZOLIT|3.2|6.5|103.12|-73|KG||32149000|0|500|1.36|100|0|7897255911693|7897255911693
1572|000512|FIO DE SOM 1,50 TRANSPARENTEW|||1.8|0|-20|||72142000|0|500|1.36|100|0||
1573|00023|CAIXA DE INSPEÇÃO 0,45X0,45 X 0,32M||30|80|166.67|-25|||68109100|0|500|1.36|100|0||
1574|00026|TANQUE DE CONCRETO P/ ROUPA 52X52X28  PQ||30|60|100|0|||68109100|0|500|1.36|100|0||
1575|00028|TANQUE DE CONCRETO P/ROUPA 58X64X29 M||30|70|133.33|-1|||68109100|0|500|1.36|100|0||
1576|00027|TANQUE DE CONCRETO P/ROUPA 66X65X30 G||30|75|150|0|||68109100|0|500|1.36|100|0||
1577|000513|suporte p/tubo de antena 3/4|||8.9|0|2|un|||0||0|100|0||
1580|0514|ARRUELA LISA 5/16X1,5MM||0.04|0.1|150|278|UN||79310600|0|500|1.36|100|0||
1581|0515|ARRUELA LISA ZINCA.3/16||0.02|0.05|150|670|||79310600|0|500|1.36|100|0||
1582|7898078640012|LINHA PEDREIRO 50MT POLIBEL|POLIBEL|3.25|5.8|78.46|6|UN||56074900|0|500|1.36|100|0|7898078640012|7898078640012
1583|15017|BARRA ROSQUEADA ZINCA. 5/16 X1MT||2.99|6|100.67|-10|||73181900|0|500|1.36|100|0||
1584|15015|BARRA ROSQUEADA ZINCA. 3/16X1MT||1.6|3.5|118.75|10|PÇ||73181900|0|500|1.36|100|0||
1585|15016|BARRA ROSQUEADA ZINCA. 1/4X1MT||1.81|4|120.99|5|PÇ||73181900|0|500|1.36|100|0||
1586|15018|BARRA ROSQUEADA ZINCA. 3/8X 1MT||5.48|9.9|80.66|3|PÇ||73181900|0|500|1.36|100|0||
1587|029|ARGAMASSA EXTERNA MINERCOLA 20KG|GMIC|14.8|21.9|47.97|-79|SÇ||32149000|0|500|1.36|100|0||
1588|030|MASSA PRONTA MINERCOLA 3EM 1 20KG||8|13|62.5|-38|SÇ||32149000|0|500|1.36|100|0||
1589|7898964931019|CATALIZADOR P/ MASSA PLASTICA  7G||1.1|3|172.73|3|UN||19023000|0|500|1.36|100|0|7898964931019|7898964931019
1590|000472|TRELIÇA H8 LEVE 6,00 MT||6.61|65.4|889.41|19|PÇ|||0||0|100|0||
1591|000514|TRELICA H8 LEVE 3 MT||19.83|32.7|64.9|30|PÇ||72142000|0|500|1.36|100|0||
1592|000515|MASSA CORRIDA ACRILICA 3,600 L SPARTEX|SPARTEX|17|27.8|63.53|0|UN||32141020|0|500|1.36|100|0||
1593|7897321117875|VEDALIT 3,600 ORIGINAL|VEDACIT|26.2|40|52.67|-2|UN||38244000|0|500|1.36|100|0|7897321117875|7897321117875
1594|000516|CURVA ELETRODUTO PVC 90X1 PRETA||0.86|2.5|190.7|6|UN|||0|500|1.36|100|0||
1595|000517|LUVA ELETRODUTO PVC 1||0.39|2.5|541.03|9||||0|500|1.36|100|0||
1596|000518|pagamento irmão jerli ( ana paula)||500|1000|100|0|un|||0||0|100|0||
1597|000519|REJUNTE MARROM CAFE 5KG QUARTZOLIT|||26|0|-2|SÇ|||0||0|100|0||
1598|000520|coluna 3/8 (10x15) 1,50||13.5|24.8|83.7|11|pç|||0||0|100|0||
1599|7894174218254|TECBOND MF CJ 1KG QUARTZOLIT|QUARTZOLIT|28.62|44.5|55.49|-2|PC||35069120|0|500|1.36|100|0|7894174218254|7894174218254
1600|000521|TABUA PINUS 25X 3.00MTS ||14.8|28.8|94.59|-17|PÇ||44071100|0|500|1.36|100|0||
1601|7896094599345|DESEMGRIPANTE SPRAY GARLUB 300ml|GARIN|6.9|12.9|86.96|2|UN||27101932|0|500|1.36|100|0|7896094599345|7896094599345
1602|7898959708022|TALHADEIRA DE AÇO 1/2X12'' |SOCIOS|6.25|10.9|74.4|6|UN||82079000|0|500|1.36|100|0||
1603|7897157701101|TALHADEIRA CHATA 2060-08 PACETTA|PACETTA|8.36|13.5|61.48|4|PC||82055900|0|500|1.36|100|0|7897157701101|7897157701101
1604|7892183222538|BROCA DE WIDEA JOMARCA LONGA 12X330MM|JOMARCA|15.46|25.5|64.94|1|UN||00000000|0|500|1.36|100|0|7892183222538|7892183222538
1605|7898284843672|LIMA LS ENXADA 08 C/C CART 130|LS LIMAS|5.49|10.9|98.54|3|UN||39174090|0|500|1.36|100|0|7898284843672|7898284843672
1606|7898902513024|PASSA FIO PVC CINZA 15MT GOMES GARCIA|GOMES GARCIA|7.5|11.9|58.67|5|UN||39203000|0|500|1.36|100|0|7898902513024|7898902513024
1607|7898094330461|BROCA CHATA 5/8 P/ MADEIRA  BRASFORT|BRASFORT|4.51|9|99.56|2|UN||82075019|0|500|1.36|100|0|7898094330461|7898094330461
1608|7899206172115|GRAMPO GALVANIZADO 14MM BESTFER||5.9|11.8|100|2|PCT||82079000|0|500|1.36|100|0|7899206172115|7899206172115
1609|7895315001452|CHAVE GRIFA 10'' 2WB EDA|CHINA|18|29|61.11|1|UN||82041200|0|500|1.36|100|0|7895315001452|7895315001452
1610|7895315001476|CHAVE GRIFO 14'' EXCELLENT|EXCELLENT|25.26|39|54.39|0|UN||82041200|0|500|1.36|100|0|7895315001476|7895315001476
1611|7895315001483|Chave Grifo 18" (Exellent)|EXCELLENT|42.65|65|52.4|1|PC||82041200|0|500|1.36|100|0|7895315001483|7895315001483
1612|7898094330492|BROCA CHATA MADEIRA 1 BRASFORT|brasfort|5.49|10.9|98.54|2|PC||82075011|0|500|1.36|100|0|7898094330492|7898094330492
1613|7898094336999|BROCA CHATA MADEIRA 1.1/2 BRASFORT|BRASFORT|6.36|12.8|101.26|2|PC||82075011|0|500|1.36|100|0|7898094336999|7898094336999
1614|7895315009878|CHAVE FIXA 12X13mm CRV 8TR EDA|EDA|6.63|13|96.08|2|PC||82055900|0|500|1.36|100|0|7895315009878|7895315009878
1615|7895315009885|CHAVE FIXA 14X15mm CV 8TS EDA.|EDA|7.42|14.9|100.81|2|UN||82041100|0|500|1.39|100|0|7895315009885|7895315009885
1616|7895315009892|CHAVE FIXA 16X17M  CRV  8TT EDA|EDA|9.46|19.9|110.36|2|PC||82041100|0|500|1.36|100|0|7895315009892|7895315009892
1617|7895315009861|CHAVE FIXA 10X11mm CRV 8TQ EDA|EDA|5.4|10.8|100|2|UN||82041100|0|500|1.36|100|0|7895315009861|7895315009861
1618|7895315007119|CHAVE COMB. 11mm CRV 8HK EDA|EDA|5.43|9|65.75|5|UN||82041100|0|500|1.36|100|0|7895315007119|7895315007119
1619|7897613528235|BANDEJA PINTURA GRANDE 23CM COMPEL|COMPEL|4.9|7.9|61.22|5|UN||39259090|0|500|1.36|100|0|7897613528235|7897613528235
1620|7897613528303|CACAMBA P/  PINTURA  COMPEL 11LTS||10.9|17.8|63.3|3|UN||96034000|0|500|1.36|100|0|7897613528303|7897613528303
1621|7897613510056|ROLO POLIESTER COMPEL 05CM                  14|ROMA|1.7|3|76.47|3|UN||96034090|0|500|1.36|100|0|7897613510056|7897613510056
1622|7897613510094|ROLO POLIESTER COMPEL 09CM                  14|COMPEL|2.2|5.9|168.18|1|UN||96034010|0|500|1.36|100|0|7897613510094|7897613510094
1623|7898959829437|MANTA ALUMINIO  15X10 MT DRYKO||22.9|43.9|91.7|1|UN||39209990|0|500|1.36|100|0|7898959829437|7898959829437
1624|7898963390022|VELA P/ FILTRO CRISTALINA C/CARVÃO ATIV.||4.87|7.9|62.22|7|UN||84212100|0|500|1.36|100|0|7898963390022|7898963390022
1625|000523|PORTA SANFONADA 2,10X80 (CINZA/BEGE/BRANCA||62.5|159.9|155.84|1|UN||39252000|0|500|1.36|100|0||
1626|000524|VIGA CAMBARA (15X05) 4,00MT  PÇ|||107.2|0|8|PÇ|||0||0|100|0||
1627|000525|VIGA CAMBARA (15X05) 5,00 MT PÇ|||134|0|8|PÇ|||0||0|100|0||
1628|7898943364807|ABRACADEIRA NYLON 2,5X100MM BRANCO REF10401|MELFI|4.9|9.9|102.04|0|UN||39269090|0|500|1.36|100|0|7899206135127|7899206135127
1629|7899206135165|ABRAÇADEIRA DE NYLON 2,5X200 MM BESTFER|HF|8.9|13.5|51.69|0|UN||39269090|0|500|1.36|100|0|7899206135165|7899206135165
1630|7898943364845|ABRACADEIRA DE NYLON 3,6 X 200 BRANCO |MELFI|10.9|18.9|73.39|1|PC||39269090|0|500|1.36|100|0|7898943364852|7898943364852
1631|7899206130450|ABRACADEIRA DE NYLON 4,8X200|BESTFER|15.9|23.9|50.31|1|UN||84669340|0|500|1.36|100|0|7899206130450|7899206130450
1632|7898943364876|ABRACADEIRA DE NYLON 200X48 PRETO C/100UN|Melfi|15.9|23.9|50.31|1|UN||39269090|0|500|1.36|100|0|7898943364876|7898943364876
1633|7899206135264|ABRAÇADEIRA DE NYLON 4.8x250mm|BESTFER|15.9|24.9|56.6|2|UN||39269090|0|500|1.36|100|0|7899206135264|7899206135264
1634|7899206170814|FERRO DE SOLDA 40W-127V BESTFER|BESTFER|18.9|30|58.73|2|UN||73072300|0|500|1.36|100|0|7899206170814|7899206170814
1635|7898943364708|ABRAÇADEIRA DE NYLON 4,8X300MM MELFI|MELFI|19.9|31.9|60.3|1|un||73072000|0|500|1.36|100|0|7898943364654|7898943364654
1636|7899206170364|ABRAÇADEIRA DE NYLON 4,8X400MM BESTFER||24.9|38|52.61|1|||73072300|0|500|1.36|100|0|7899206170364|7899206170364
1637|7898943364418|ABRAÇADEIRA DE NYLON 7,6 MM X 400 MM BRANCO|MELFI|29.9|48.9|63.55|2|UN||39269090|0|500|1.36|100|0|7898943364418|7898943364418
1638|000526|COLUNA 3,50 MT (18X10) 3/8 (3/16)|||66.15|0|6|PÇ||83024100|0|500|1.36|100|0||
1639|000527|VIGA (15X32) 4,30 6FERRO 3/8 C/ 20CM (3/16)|||162.54|0|6|PÇ||83024100|0|500|1.36|100|0||
1640|000528|COLUNA 3,00 MT (11X18) 3/8 (3/16) C/ 20CM|||56.7|0|-4|PÇ||83024100|0|500|1.36|100|0||
1642|000530|DIVISOR TV 03 SAIDAS  BRASFORT||2.46|5|103.25|7|UN||84663000|0|500|1.36|100|0||
1644|7898901274070|MARRETA 1/2 KG MINASUL|MINAS SUL|9.9|18.5|86.87|0|UN||82052000|0|500|1.36|100|0|7898901274070|7898901274070
1645|7898901655299|SIFAO LONGO FERE 1,40m|FERE|8|14.5|81.25|4|UN||39174090|0|500|1.36|100|0|7898901655299|7898901655299
1646|7898959708145|PONTEIRO DE AÇO 12" X1/2|BORNIA|6.9|10.9|57.97|9|UN||82055900|0|500|1.36|100|0||
1647|000532|PONTEIRO  DE AÇO 12'' X3/4||5|13.8|176|2|||82055900|0|500|1.36|100|0||
1648|7898089528613|CHAVE VIRAR FERRO 3/8                          12|SAO ROMAO|14.51|22|51.62|2|PC||82055900|0|500|1.36|100|0|7898089528613|7898089528613
1649|7895315004415|FORMAO CABO MAD EXCELENT B 1/2|EXCELLENT|7.3|14.8|102.74|1|UN||83021000|0|500|1.36|100|0|7895315004415|7895315004415
1650|7897937410094|METRO MADEIRA SIMPLES AM - MOMFORT|MOMFORT|6.98|12.8|83.38|1|UN||44170010|0|500|1.36|100|0|7897937410094|7897937410094
1651|7898089528149|TORQUESA  AZULEGISTA - N?? 5 E 6|SAO ROMAO|8.16|16.9|107.11|2|PC||82032090|0|500|1.36|100|0|7898089528125|7898089528125
1652|000533|FITILHO ( APROX. 600GR)||5.72|12|109.79|12|RL||48022090|0|500|1.36|100|0||
1653|7895315000271|JOGO CHAVE ALLEN 10 PC EXCELLENT|DIST. APLIC|7.8|15.8|102.56|3|PC||82054000|0|500|1.36|100|0|7895315000271|7895315000271
1654|7895315001117|JOGO CHAVE TORX T9 -T40 8 PÇS EXCELLENT|EXCELLENT|6.84|13.8|101.75|4|PC||82055900|0|500|1.36|100|0|7895315001117|7895315001117
1655|7898094330157|JOGO DE BROCA CHATA REF 8015  BRASFORT|BRASFOR|24.54|37.8|54.03|2|UN||84248121|0|500|1.36|100|0|7898094330157|7898094330157
1656|7895315000448|JOGO CHAVE FIXA 6X17mm 6PCS 1XM EDA|EDA|13.8|26.8|94.2|1|UN||82041100|0|500|1.36|100|0|7895315000448|7895315000448
1657|7898094336678|BROCA CHATA MAD ATC 3/8 BRASFORT|BRASFORT|3.73|7.5|101.07|3|PC||82075011|0|500|1.36|100|0|7898094336678|7898094336678
1658|7898094336722|BROCA CHATA MAD ATC 1/2 BRASFORT|BRASFORT|4.1|8.3|102.44|3|PC||82075011|0|500|1.36|100|0|7898094336722|7898094336722
1659|000534|CORRENTE SOLDAVEL (5/32) 4,0MM||2.89|6.5|124.91|8|PÇ|||0|500|1.36|100|0||
1660|7895315005672|TRENA FIBRA EDA ABERTA 30MTS|EDA - 9|22.25|35.8|60.9|1|UN||90178010|0|500|1.36|100|0|7895315005672|7895315005672
1661|000535|VIAGEM  TERRA PRETA||100|150|50|-2|VG||25059000|0|500|1.36|100|0||
1662|000536|TRILHO P/ LAJE H8 LEVE 4,30 MT|||59.77|0|5|PÇ||68101900|0|500|1.36|100|0||
1663|000537|PONTALETE DE EUCALIPTO DE 6,00MT||8.58|17.8|107.46|4|PÇ||44071100|0|500|1.36|100|0||
1664|7898416407277|DUCHA ENERDUCHA PLUS VINHO 5400W|ENERBRAS|39.97|59.9|49.86|1|UN||85161000|0|500|1.36|100|0|7898416407277|7898416407277
1665|000538|LIXA MASSA 80 TATU||0.48|1.5|212.5|-45||||0||0|100|0||
1666|000539|TUBO ESGOTO 75MM 6MT IMBER 2° LINHA||33.95|54.5|60.53|3|BR||39172300|0|500|1.36|100|0||
1667|7898270513183|TORNEIRA BICA MOVEL P. C-33 JUNIOR|IGUATEMI|36.35|54.8|50.76|2|UN||84818019|0|500|1.36|100|0|7898270513183|7898270513183
1668|7898270502507|REGISTRO DE PRESSAO S/C 3/4 C23 IGUATEMI|IGUATEMI|16.9|27.9|65.09|4|un||84811000|0|500|1.36|100|0|7898270502507|7898270502507
1669|000540|PIA GRANITO VERDE UBATUBA 1,20X56 CUBA 1 RASA 11 C||254|385|51.57|1|UN||68022300|0|500|1.36|100|0||
1670|7898173506350|TINTA SPRAY METÁLICO CROMADO 400ML RADCOLOR|RADCOLOR|11|19.8|80|-1|LT||32081010|0|500|1.36|100|0|7898173506350|7898173506350
1671|7898173506268|TINTA SPRAY  MARROM 400ML|BARROS|8.5|15.5|82.35|2|UN||32089010|0|500|1.36|100|0|7898173506268|7898173506268
1672|7898173506282|TINTA SPRAY LARANJA 400ml  RADCOLOR|RADCOLOR|8.9|15.5|74.16|6|UN||32091010|0|500|1.36|100|0|7898173506282|7898173506282
1673|7898173506602|TINTA SPRAY AZUL CLARO 400ML RADCOLOR|BARROS|9.6|15.5|61.46|4|UN||32089010|0|500|1.36|100|0|7898173506602|7898173506602
1674|7897451468632|DISCO DE CORTE DIAM.PORCELANATO CORTAG|CORTAG|28.28|53.8|90.24|3|UN||68042119|0|500|1.36|100|0|7897451468632|7897451468632
1675|7898622351180|PUXADOR OVAL vidal|RT|0.45|1.99|342.22|11|UN||39263000|0|500|1.36|100|0|7898622351180|7898622351180
1676|7898622351197|PUXADOR BOLA vidal|RT|0.45|1.99|342.22|10|UN||19053100|0|500|1.36|100|0|7898622351197|7898622351197
1677|7898622351203|PUXADOR BOLA PEQUENA vidal|VIDAL COMECIAL|0.45|1.99|342.22|12|UN||19053100|0|500|1.36|100|0|7898622351203|7898622351203
1678|7898270501494|PROLONGADOR TORNEIRA CROMADO Medio 1/2 iguatemi|IGUATEMI|8.33|13.9|66.87|9|UN||76042920|0|500|1.36|100|0|7898270501494|7898270501494
1679|7898270501470|PROLONGADOR TORNEIRA CROMADO Curto 1/2|IGUATEMI|7.3|11.9|63.01|9|UN||76042920|0|500|1.36|100|0|7898270501470|7898270501470
1680|7898270501487|PROLONGADOR TONEIRA CROMADO LONGO 1/2 iguatemi|IGUATEMI|9.72|15.9|63.58|11|UN||76042920|0|500|1.36|100|0|7898270501487|7898270501487
1681|7898270511486|ACABAMENTO PARA REGISTRO C50 iguatemi|IGUATEMI|11.62|18.9|62.65|1|UN||84818019|0|500|1.36|100|0|7898270511486|7898270511486
1682|7898921610452|MANGUEIRA ACQUA BEACH 25MT PLASMANG|PLASMANG|38.75|58.9|52|2|UN||39173900|0|500|1.36|100|0|7898921610452|7898921610452
1683|7898921610469|MANGUEIRA ACQUA BEACH 30MT PLASMANG|PLASMANG|46.5|70|50.54|1|UN||39173229|0|500|1.36|100|0|7898921610469|7898921610469
1684|7898599490806|ANCHINHO 14 DENTES COM CABO|MINASUL|11.9|22|84.87|0|UN||66011000|0|500|1.36|100|0|7898599490806|7898599490806
1685|78989092000014|VASELINA INDUSTRIAL MORIÁ|MORIÁ|2.83|4.8|69.61|2|||27121000|0|500|1.36|100|0||
1686|000541|TEE AZUL 3/4X3/4 KRONA||6.77|9.9|46.23|47||||0|500|1.36|100|0||
1687|7898943819996|TORNEIRA LAVATORIO DOAN BRANCA 1/4 VOLTA|DOAN||26.8|0|3||||0|500|1.36|100|0||
1688|7898270507120|ACABAMENTO PARA REGISTRO ABS C52 IGUATEMI|IGUATEMI|12.38|20.8|68.01|1|UN||84818019|0|500|1.36|100|0|7898270507120|7898270507120
1689|7898270502880|TORNEIRA LAVATORIO SIMPLES C-20 IGUATEMI|IGUATEMI|25.29|37.9|49.86|3|||84818019|0|500|1.36|100|0|7898270502880|7898270502880
1690|7898270502255|Registro Pressao METAL IGUATEMI 3/4 S/ Acab.|IGUATEMI - 1400010|13.65|22.9|67.77|4|UN||84818019|0|500|1.36|100|0|7898270502255|7898270502255
1691|7898008870120|resistencia similar lorenzetti wr 3600/5400w|WAL`ROS IND.E COM|4.8|9|87.5|4|PC||85168010|0|500|1.36|100|0|7898008870120|7898008870120
1692|000542|VIAGEM PEDRA 1/2 5 METROS  (ENBU)||358|630|75.98|-5|VG|||0|500|1.36|100|0||
1696|000546|VARÃO GROSSO 28MM 4,00 MT||31.4|47.5|51.27|3|PÇ|||0|500|1.36|100|0||
1697|000547|ROLO CONDUITE 3/4 CINZA 10MT||10|22.1|121|3|RL|||0|500|1.36|100|0||
1698|000548|ROLO CONDITE AMARELO 3/4 25MT TECNOPLADO||14.9|33.8|126.85|-2|RL|||0||0|100|0||
1699|000549|ROLO CONDUITE 1/2 CINZA TECNOPLADO 50MT|||42|0|5|RL|||0|500|1.36|100|0||
1700|7899206167494|JOGO DE LAMINAS PARA ESTILETE|BESTFER||6.8|0|-2|UN||82119390|0|500|1.36|100|0|7899206167494|7899206167494
1701|000550|PIA MARMORE SINTETICO 1,50 VERMELHA||160|295|84.37|1|UN|||0|500|1.36|100|0||
1702|7898173506367|TINTA SPRAY METALICO DOURADO 400ML RADCOLOR|RADNAQ|13.9|22.8|64.03|4|UN||32089010|0|500|1.36|100|0|7898173506367|7898173506367
1703|7891222100028|CAIXA DE DESCARGA ASTRA BR 9 LITROS|ASTRA|23.24|35.8|54.04|0|UN||39229000|0|500|1.36|100|0|7891222100028|7891222100028
